"institution","id","type","DOI","publisher","container_type","container_title","container_volume","container_firstPage","container_identifier","container_identifierType","container_lastPage","publicationYear","language","ris","bibtex","citeproc","schemaOrg","resourceType","resourceTypeGeneral","version","URL","metadataVersion","schemaVersion","source","isActive","state","reason","viewCount","downloadCount","referenceCount","citationCount","partCount","partOfCount","versionCount","versionOfCount","created","registered","published","updated","data_id","data_type","container_issue","group","member","reference-count","title","created.date-parts2","created.date-parts3","created.date-time","created.timestamp","name","doi","url","container.title","publisher_plus"
"Minnesota","10.7910/dvn/3goxdp/dlqkfg","dois","10.7910/dvn/3goxdp/dlqkfg","Harvard Dataverse","DataRepository",NA,NA,NA,"doi:10.7910/DVN/3GOXDP","DOI",NA,"2017",NA,"DATA","misc","dataset","Dataset",NA,"Dataset",NA,"https://dataverse.harvard.edu/file.xhtml?persistentId=doi:10.7910/DVN/3GOXDP/DLQKFG",1,NA,"mds",TRUE,"findable",NA,0,0,0,0,0,1,0,0,"2018-08-23T13:20:12Z","2018-08-23T13:21:13Z",NA,"2020-07-15T18:51:55Z","gdcc.harvard-dv","clients",NA,"Affiliation - Datacite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Minnesota","10.7910/dvn/3goxdp/n9yg2n","dois","10.7910/dvn/3goxdp/n9yg2n","Harvard Dataverse","DataRepository",NA,NA,NA,"doi:10.7910/DVN/3GOXDP","DOI",NA,"2017",NA,"DATA","misc","dataset","Dataset",NA,"Dataset",NA,"https://dataverse.harvard.edu/file.xhtml?persistentId=doi:10.7910/DVN/3GOXDP/N9YG2N",1,NA,"mds",TRUE,"findable",NA,0,0,0,0,0,1,0,0,"2018-08-23T13:20:12Z","2018-08-23T13:21:13Z",NA,"2020-07-15T18:51:55Z","gdcc.harvard-dv","clients",NA,"Affiliation - Datacite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Minnesota","10.7910/dvn/3goxdp/cmhhqq","dois","10.7910/dvn/3goxdp/cmhhqq","Harvard Dataverse","DataRepository",NA,NA,NA,"doi:10.7910/DVN/3GOXDP","DOI",NA,"2017",NA,"DATA","misc","dataset","Dataset",NA,"Dataset",NA,"https://dataverse.harvard.edu/file.xhtml?persistentId=doi:10.7910/DVN/3GOXDP/CMHHQQ",1,NA,"mds",TRUE,"findable",NA,0,0,0,0,0,1,0,0,"2018-08-23T13:20:14Z","2018-08-23T13:21:15Z",NA,"2020-07-15T18:51:55Z","gdcc.harvard-dv","clients",NA,"Affiliation - Datacite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Minnesota","10.7910/dvn/3goxdp/85vh4d","dois","10.7910/dvn/3goxdp/85vh4d","Harvard Dataverse","DataRepository",NA,NA,NA,"doi:10.7910/DVN/3GOXDP","DOI",NA,"2017",NA,"DATA","misc","dataset","Dataset",NA,"Dataset",NA,"https://dataverse.harvard.edu/file.xhtml?persistentId=doi:10.7910/DVN/3GOXDP/85VH4D",1,NA,"mds",TRUE,"findable",NA,0,0,0,0,0,1,0,0,"2018-08-23T13:20:19Z","2018-08-23T13:21:21Z",NA,"2020-07-15T18:51:55Z","gdcc.harvard-dv","clients",NA,"Affiliation - Datacite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Minnesota","10.7910/dvn/3goxdp/vamj69","dois","10.7910/dvn/3goxdp/vamj69","Harvard Dataverse","DataRepository",NA,NA,NA,"doi:10.7910/DVN/3GOXDP","DOI",NA,"2017",NA,"DATA","misc","dataset","Dataset",NA,"Dataset",NA,"https://dataverse.harvard.edu/file.xhtml?persistentId=doi:10.7910/DVN/3GOXDP/VAMJ69",1,NA,"mds",TRUE,"findable",NA,0,0,0,0,0,1,0,0,"2018-08-23T13:20:20Z","2018-08-23T13:21:21Z",NA,"2020-07-15T18:51:55Z","gdcc.harvard-dv","clients",NA,"Affiliation - Datacite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Minnesota","10.7910/dvn/3goxdp/vpjcoi","dois","10.7910/dvn/3goxdp/vpjcoi","Harvard Dataverse","DataRepository",NA,NA,NA,"doi:10.7910/DVN/3GOXDP","DOI",NA,"2017",NA,"DATA","misc","dataset","Dataset",NA,"Dataset",NA,"https://dataverse.harvard.edu/file.xhtml?persistentId=doi:10.7910/DVN/3GOXDP/VPJCOI",1,NA,"mds",TRUE,"findable",NA,0,0,0,0,0,1,0,0,"2018-08-23T13:20:20Z","2018-08-23T13:21:21Z",NA,"2020-07-15T18:51:55Z","gdcc.harvard-dv","clients",NA,"Affiliation - Datacite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Minnesota","10.7910/dvn/3goxdp/1mnp9t","dois","10.7910/dvn/3goxdp/1mnp9t","Harvard Dataverse","DataRepository",NA,NA,NA,"doi:10.7910/DVN/3GOXDP","DOI",NA,"2017",NA,"DATA","misc","dataset","Dataset",NA,"Dataset",NA,"https://dataverse.harvard.edu/file.xhtml?persistentId=doi:10.7910/DVN/3GOXDP/1MNP9T",1,NA,"mds",TRUE,"findable",NA,0,0,0,0,0,1,0,0,"2018-08-23T13:20:21Z","2018-08-23T13:21:23Z",NA,"2020-07-15T18:51:55Z","gdcc.harvard-dv","clients",NA,"Affiliation - Datacite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Minnesota","10.7910/dvn/3goxdp/mbtgu2","dois","10.7910/dvn/3goxdp/mbtgu2","Harvard Dataverse","DataRepository",NA,NA,NA,"doi:10.7910/DVN/3GOXDP","DOI",NA,"2017",NA,"DATA","misc","dataset","Dataset",NA,"Dataset",NA,"https://dataverse.harvard.edu/file.xhtml?persistentId=doi:10.7910/DVN/3GOXDP/MBTGU2",1,NA,"mds",TRUE,"findable",NA,0,0,0,0,0,1,0,0,"2018-08-23T13:20:21Z","2018-08-23T13:21:22Z",NA,"2020-07-15T18:51:55Z","gdcc.harvard-dv","clients",NA,"Affiliation - Datacite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Minnesota","10.7910/dvn/3goxdp/6r1rki","dois","10.7910/dvn/3goxdp/6r1rki","Harvard Dataverse","DataRepository",NA,NA,NA,"doi:10.7910/DVN/3GOXDP","DOI",NA,"2017",NA,"DATA","misc","dataset","Dataset",NA,"Dataset",NA,"https://dataverse.harvard.edu/file.xhtml?persistentId=doi:10.7910/DVN/3GOXDP/6R1RKI",1,NA,"mds",TRUE,"findable",NA,0,0,0,0,0,1,0,0,"2018-08-23T13:20:22Z","2018-08-23T13:21:23Z",NA,"2020-07-15T18:51:55Z","gdcc.harvard-dv","clients",NA,"Affiliation - Datacite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Minnesota","10.7910/dvn/3goxdp/gmv8a0","dois","10.7910/dvn/3goxdp/gmv8a0","Harvard Dataverse","DataRepository",NA,NA,NA,"doi:10.7910/DVN/3GOXDP","DOI",NA,"2017",NA,"DATA","misc","dataset","Dataset",NA,"Dataset",NA,"https://dataverse.harvard.edu/file.xhtml?persistentId=doi:10.7910/DVN/3GOXDP/GMV8A0",1,NA,"mds",TRUE,"findable",NA,0,0,0,0,0,1,0,0,"2018-08-23T13:20:22Z","2018-08-23T13:21:24Z",NA,"2020-07-15T18:51:55Z","gdcc.harvard-dv","clients",NA,"Affiliation - Datacite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Minnesota","10.7910/dvn/3goxdp/biaqmg","dois","10.7910/dvn/3goxdp/biaqmg","Harvard Dataverse","DataRepository",NA,NA,NA,"doi:10.7910/DVN/3GOXDP","DOI",NA,"2017",NA,"DATA","misc","dataset","Dataset",NA,"Dataset",NA,"https://dataverse.harvard.edu/file.xhtml?persistentId=doi:10.7910/DVN/3GOXDP/BIAQMG",1,NA,"mds",TRUE,"findable",NA,0,0,0,0,0,1,0,0,"2018-08-23T13:20:28Z","2018-08-23T13:21:29Z",NA,"2020-07-15T18:51:55Z","gdcc.harvard-dv","clients",NA,"Affiliation - Datacite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Minnesota","10.7910/dvn/3goxdp/gxuztv","dois","10.7910/dvn/3goxdp/gxuztv","Harvard Dataverse","DataRepository",NA,NA,NA,"doi:10.7910/DVN/3GOXDP","DOI",NA,"2017",NA,"DATA","misc","dataset","Dataset",NA,"Dataset",NA,"https://dataverse.harvard.edu/file.xhtml?persistentId=doi:10.7910/DVN/3GOXDP/GXUZTV",1,NA,"mds",TRUE,"findable",NA,0,0,0,0,0,1,0,0,"2018-08-23T13:20:28Z","2018-08-23T13:21:29Z",NA,"2020-07-15T18:51:55Z","gdcc.harvard-dv","clients",NA,"Affiliation - Datacite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Minnesota","10.7910/dvn/3goxdp/2bika5","dois","10.7910/dvn/3goxdp/2bika5","Harvard Dataverse","DataRepository",NA,NA,NA,"doi:10.7910/DVN/3GOXDP","DOI",NA,"2017",NA,"DATA","misc","dataset","Dataset",NA,"Dataset",NA,"https://dataverse.harvard.edu/file.xhtml?persistentId=doi:10.7910/DVN/3GOXDP/2BIKA5",1,NA,"mds",TRUE,"findable",NA,0,0,0,0,0,1,0,0,"2018-08-23T13:20:29Z","2018-08-23T13:21:31Z",NA,"2020-07-15T18:51:55Z","gdcc.harvard-dv","clients",NA,"Affiliation - Datacite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Minnesota","10.7910/dvn/3goxdp/b39par","dois","10.7910/dvn/3goxdp/b39par","Harvard Dataverse","DataRepository",NA,NA,NA,"doi:10.7910/DVN/3GOXDP","DOI",NA,"2017",NA,"DATA","misc","dataset","Dataset",NA,"Dataset",NA,"https://dataverse.harvard.edu/file.xhtml?persistentId=doi:10.7910/DVN/3GOXDP/B39PAR",1,NA,"mds",TRUE,"findable",NA,0,0,0,0,0,1,0,0,"2018-08-23T13:20:29Z","2018-08-23T13:21:30Z",NA,"2020-07-15T18:51:55Z","gdcc.harvard-dv","clients",NA,"Affiliation - Datacite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Minnesota","10.7910/dvn/3goxdp/azo7gs","dois","10.7910/dvn/3goxdp/azo7gs","Harvard Dataverse","DataRepository",NA,NA,NA,"doi:10.7910/DVN/3GOXDP","DOI",NA,"2017",NA,"DATA","misc","dataset","Dataset",NA,"Dataset",NA,"https://dataverse.harvard.edu/file.xhtml?persistentId=doi:10.7910/DVN/3GOXDP/AZO7GS",1,NA,"mds",TRUE,"findable",NA,0,0,0,0,0,1,0,0,"2018-08-23T13:20:35Z","2018-08-23T13:21:36Z",NA,"2020-07-15T18:51:55Z","gdcc.harvard-dv","clients",NA,"Affiliation - Datacite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Minnesota","10.7910/dvn/3goxdp/ybtq6g","dois","10.7910/dvn/3goxdp/ybtq6g","Harvard Dataverse","DataRepository",NA,NA,NA,"doi:10.7910/DVN/3GOXDP","DOI",NA,"2017",NA,"DATA","misc","dataset","Dataset",NA,"Dataset",NA,"https://dataverse.harvard.edu/file.xhtml?persistentId=doi:10.7910/DVN/3GOXDP/YBTQ6G",1,NA,"mds",TRUE,"findable",NA,0,0,0,0,0,1,0,0,"2018-08-23T13:20:35Z","2018-08-23T13:21:37Z",NA,"2020-07-15T18:51:55Z","gdcc.harvard-dv","clients",NA,"Affiliation - Datacite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Minnesota","10.7910/dvn/3goxdp/7cxtvf","dois","10.7910/dvn/3goxdp/7cxtvf","Harvard Dataverse","DataRepository",NA,NA,NA,"doi:10.7910/DVN/3GOXDP","DOI",NA,"2017",NA,"DATA","misc","dataset","Dataset",NA,"Dataset",NA,"https://dataverse.harvard.edu/file.xhtml?persistentId=doi:10.7910/DVN/3GOXDP/7CXTVF",1,NA,"mds",TRUE,"findable",NA,0,0,0,0,0,1,0,0,"2018-08-23T13:20:36Z","2018-08-23T13:21:38Z",NA,"2020-07-15T18:51:55Z","gdcc.harvard-dv","clients",NA,"Affiliation - Datacite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Minnesota","10.7910/dvn/3goxdp/pho8oo","dois","10.7910/dvn/3goxdp/pho8oo","Harvard Dataverse","DataRepository",NA,NA,NA,"doi:10.7910/DVN/3GOXDP","DOI",NA,"2017",NA,"DATA","misc","dataset","Dataset",NA,"Dataset",NA,"https://dataverse.harvard.edu/file.xhtml?persistentId=doi:10.7910/DVN/3GOXDP/PHO8OO",1,NA,"mds",TRUE,"findable",NA,0,0,0,0,0,1,0,0,"2018-08-23T13:20:36Z","2018-08-23T13:21:37Z",NA,"2020-07-15T18:51:55Z","gdcc.harvard-dv","clients",NA,"Affiliation - Datacite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Minnesota","10.7910/dvn/3goxdp/yur2bp","dois","10.7910/dvn/3goxdp/yur2bp","Harvard Dataverse","DataRepository",NA,NA,NA,"doi:10.7910/DVN/3GOXDP","DOI",NA,"2017",NA,"DATA","misc","dataset","Dataset",NA,"Dataset",NA,"https://dataverse.harvard.edu/file.xhtml?persistentId=doi:10.7910/DVN/3GOXDP/YUR2BP",1,NA,"mds",TRUE,"findable",NA,0,0,0,0,0,1,0,0,"2018-08-23T13:20:37Z","2018-08-23T13:21:38Z",NA,"2020-07-15T18:51:55Z","gdcc.harvard-dv","clients",NA,"Affiliation - Datacite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Minnesota","10.7910/dvn/3goxdp/zxksfz","dois","10.7910/dvn/3goxdp/zxksfz","Harvard Dataverse","DataRepository",NA,NA,NA,"doi:10.7910/DVN/3GOXDP","DOI",NA,"2017",NA,"DATA","misc","dataset","Dataset",NA,"Dataset",NA,"https://dataverse.harvard.edu/file.xhtml?persistentId=doi:10.7910/DVN/3GOXDP/ZXKSFZ",1,NA,"mds",TRUE,"findable",NA,0,0,0,0,0,1,0,0,"2018-08-23T13:20:37Z","2018-08-23T13:21:39Z",NA,"2020-07-15T18:51:55Z","gdcc.harvard-dv","clients",NA,"Affiliation - Datacite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Minnesota","10.7910/dvn/3goxdp/xojqdz","dois","10.7910/dvn/3goxdp/xojqdz","Harvard Dataverse","DataRepository",NA,NA,NA,"doi:10.7910/DVN/3GOXDP","DOI",NA,"2017",NA,"DATA","misc","dataset","Dataset",NA,"Dataset",NA,"https://dataverse.harvard.edu/file.xhtml?persistentId=doi:10.7910/DVN/3GOXDP/XOJQDZ",1,NA,"mds",TRUE,"findable",NA,0,0,0,0,0,1,0,0,"2018-08-23T13:20:38Z","2018-08-23T13:21:39Z",NA,"2020-07-15T18:51:55Z","gdcc.harvard-dv","clients",NA,"Affiliation - Datacite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Minnesota","10.7910/dvn/3goxdp/qza4th","dois","10.7910/dvn/3goxdp/qza4th","Harvard Dataverse","DataRepository",NA,NA,NA,"doi:10.7910/DVN/3GOXDP","DOI",NA,"2017",NA,"DATA","misc","dataset","Dataset",NA,"Dataset",NA,"https://dataverse.harvard.edu/file.xhtml?persistentId=doi:10.7910/DVN/3GOXDP/QZA4TH",1,NA,"mds",TRUE,"findable",NA,0,0,0,0,0,1,0,0,"2018-08-23T13:20:43Z","2018-08-23T13:21:45Z",NA,"2020-07-15T18:51:55Z","gdcc.harvard-dv","clients",NA,"Affiliation - Datacite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Minnesota","10.7910/dvn/3goxdp/dfejnh","dois","10.7910/dvn/3goxdp/dfejnh","Harvard Dataverse","DataRepository",NA,NA,NA,"doi:10.7910/DVN/3GOXDP","DOI",NA,"2017",NA,"DATA","misc","dataset","Dataset",NA,"Dataset",NA,"https://dataverse.harvard.edu/file.xhtml?persistentId=doi:10.7910/DVN/3GOXDP/DFEJNH",1,NA,"mds",TRUE,"findable",NA,0,0,0,0,0,1,0,0,"2018-08-23T13:20:44Z","2018-08-23T13:21:45Z",NA,"2020-07-15T18:51:55Z","gdcc.harvard-dv","clients",NA,"Affiliation - Datacite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Minnesota","10.7910/dvn/3goxdp/dttnxs","dois","10.7910/dvn/3goxdp/dttnxs","Harvard Dataverse","DataRepository",NA,NA,NA,"doi:10.7910/DVN/3GOXDP","DOI",NA,"2017",NA,"DATA","misc","dataset","Dataset",NA,"Dataset",NA,"https://dataverse.harvard.edu/file.xhtml?persistentId=doi:10.7910/DVN/3GOXDP/DTTNXS",1,NA,"mds",TRUE,"findable",NA,0,0,0,0,0,1,0,0,"2018-08-23T13:20:44Z","2018-08-23T13:21:46Z",NA,"2020-07-15T18:51:55Z","gdcc.harvard-dv","clients",NA,"Affiliation - Datacite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Minnesota","10.7910/dvn/3goxdp/ts0rnp","dois","10.7910/dvn/3goxdp/ts0rnp","Harvard Dataverse","DataRepository",NA,NA,NA,"doi:10.7910/DVN/3GOXDP","DOI",NA,"2017",NA,"DATA","misc","dataset","Dataset",NA,"Dataset",NA,"https://dataverse.harvard.edu/file.xhtml?persistentId=doi:10.7910/DVN/3GOXDP/TS0RNP",1,NA,"mds",TRUE,"findable",NA,0,0,0,0,0,1,0,0,"2018-08-23T13:20:45Z","2018-08-23T13:21:46Z",NA,"2020-07-15T18:51:55Z","gdcc.harvard-dv","clients",NA,"Affiliation - Datacite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Minnesota","10.7910/dvn/3goxdp/oon7fm","dois","10.7910/dvn/3goxdp/oon7fm","Harvard Dataverse","DataRepository",NA,NA,NA,"doi:10.7910/DVN/3GOXDP","DOI",NA,"2017",NA,"DATA","misc","dataset","Dataset",NA,"Dataset",NA,"https://dataverse.harvard.edu/file.xhtml?persistentId=doi:10.7910/DVN/3GOXDP/OON7FM",1,NA,"mds",TRUE,"findable",NA,0,0,0,0,0,1,0,0,"2018-08-23T13:20:50Z","2018-08-23T13:21:52Z",NA,"2020-07-15T18:51:55Z","gdcc.harvard-dv","clients",NA,"Affiliation - Datacite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Minnesota","10.7910/dvn/3goxdp/kjwi3s","dois","10.7910/dvn/3goxdp/kjwi3s","Harvard Dataverse","DataRepository",NA,NA,NA,"doi:10.7910/DVN/3GOXDP","DOI",NA,"2017",NA,"DATA","misc","dataset","Dataset",NA,"Dataset",NA,"https://dataverse.harvard.edu/file.xhtml?persistentId=doi:10.7910/DVN/3GOXDP/KJWI3S",1,NA,"mds",TRUE,"findable",NA,0,0,0,0,0,1,0,0,"2018-08-23T13:20:51Z","2018-08-23T13:21:52Z",NA,"2020-07-15T18:51:55Z","gdcc.harvard-dv","clients",NA,"Affiliation - Datacite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Minnesota","10.7910/dvn/3goxdp/htl1yr","dois","10.7910/dvn/3goxdp/htl1yr","Harvard Dataverse","DataRepository",NA,NA,NA,"doi:10.7910/DVN/3GOXDP","DOI",NA,"2017",NA,"DATA","misc","dataset","Dataset",NA,"Dataset",NA,"https://dataverse.harvard.edu/file.xhtml?persistentId=doi:10.7910/DVN/3GOXDP/HTL1YR",1,NA,"mds",TRUE,"findable",NA,0,0,0,0,0,1,0,0,"2018-08-23T13:20:52Z","2018-08-23T13:21:53Z",NA,"2020-07-15T18:51:55Z","gdcc.harvard-dv","clients",NA,"Affiliation - Datacite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Minnesota","10.7910/dvn/3goxdp/t664my","dois","10.7910/dvn/3goxdp/t664my","Harvard Dataverse","DataRepository",NA,NA,NA,"doi:10.7910/DVN/3GOXDP","DOI",NA,"2017",NA,"DATA","misc","dataset","Dataset",NA,"Dataset",NA,"https://dataverse.harvard.edu/file.xhtml?persistentId=doi:10.7910/DVN/3GOXDP/T664MY",1,NA,"mds",TRUE,"findable",NA,0,0,0,0,0,1,0,0,"2018-08-23T13:20:52Z","2018-08-23T13:21:53Z",NA,"2020-07-15T18:51:55Z","gdcc.harvard-dv","clients",NA,"Affiliation - Datacite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Minnesota","10.7910/dvn/3goxdp/t94p7o","dois","10.7910/dvn/3goxdp/t94p7o","Harvard Dataverse","DataRepository",NA,NA,NA,"doi:10.7910/DVN/3GOXDP","DOI",NA,"2017",NA,"DATA","misc","dataset","Dataset",NA,"Dataset",NA,"https://dataverse.harvard.edu/file.xhtml?persistentId=doi:10.7910/DVN/3GOXDP/T94P7O",1,NA,"mds",TRUE,"findable",NA,0,0,0,0,0,1,0,0,"2018-08-23T13:20:53Z","2018-08-23T13:21:54Z",NA,"2020-07-15T18:51:55Z","gdcc.harvard-dv","clients",NA,"Affiliation - Datacite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Minnesota","10.7910/dvn/3goxdp/wws16q","dois","10.7910/dvn/3goxdp/wws16q","Harvard Dataverse","DataRepository",NA,NA,NA,"doi:10.7910/DVN/3GOXDP","DOI",NA,"2017",NA,"DATA","misc","dataset","Dataset",NA,"Dataset",NA,"https://dataverse.harvard.edu/file.xhtml?persistentId=doi:10.7910/DVN/3GOXDP/WWS16Q",1,NA,"mds",TRUE,"findable",NA,0,0,0,0,0,1,0,0,"2018-08-23T13:20:53Z","2018-08-23T13:21:54Z",NA,"2020-07-15T18:51:55Z","gdcc.harvard-dv","clients",NA,"Affiliation - Datacite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Minnesota","10.7910/dvn/3goxdp/zwoxbf","dois","10.7910/dvn/3goxdp/zwoxbf","Harvard Dataverse","DataRepository",NA,NA,NA,"doi:10.7910/DVN/3GOXDP","DOI",NA,"2017",NA,"DATA","misc","dataset","Dataset",NA,"Dataset",NA,"https://dataverse.harvard.edu/file.xhtml?persistentId=doi:10.7910/DVN/3GOXDP/ZWOXBF",1,NA,"mds",TRUE,"findable",NA,0,0,0,0,0,1,0,0,"2018-08-23T13:21:00Z","2018-08-23T13:22:01Z",NA,"2020-07-15T18:51:55Z","gdcc.harvard-dv","clients",NA,"Affiliation - Datacite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Minnesota","10.7910/dvn/3goxdp/1fyzrp","dois","10.7910/dvn/3goxdp/1fyzrp","Harvard Dataverse","DataRepository",NA,NA,NA,"doi:10.7910/DVN/3GOXDP","DOI",NA,"2017",NA,"DATA","misc","dataset","Dataset",NA,"Dataset",NA,"https://dataverse.harvard.edu/file.xhtml?persistentId=doi:10.7910/DVN/3GOXDP/1FYZRP",1,NA,"mds",TRUE,"findable",NA,0,0,0,0,0,1,0,0,"2018-08-23T13:21:01Z","2018-08-23T13:22:02Z",NA,"2020-07-15T18:51:55Z","gdcc.harvard-dv","clients",NA,"Affiliation - Datacite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Minnesota","10.7910/dvn/3goxdp/t8ks1b","dois","10.7910/dvn/3goxdp/t8ks1b","Harvard Dataverse","DataRepository",NA,NA,NA,"doi:10.7910/DVN/3GOXDP","DOI",NA,"2017",NA,"DATA","misc","dataset","Dataset",NA,"Dataset",NA,"https://dataverse.harvard.edu/file.xhtml?persistentId=doi:10.7910/DVN/3GOXDP/T8KS1B",1,NA,"mds",TRUE,"findable",NA,0,0,0,0,0,1,0,0,"2018-08-23T13:21:03Z","2018-08-23T13:22:05Z",NA,"2020-07-15T18:51:55Z","gdcc.harvard-dv","clients",NA,"Affiliation - Datacite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Minnesota","10.7910/dvn/3goxdp/y4qpj0","dois","10.7910/dvn/3goxdp/y4qpj0","Harvard Dataverse","DataRepository",NA,NA,NA,"doi:10.7910/DVN/3GOXDP","DOI",NA,"2017",NA,"DATA","misc","dataset","Dataset",NA,"Dataset",NA,"https://dataverse.harvard.edu/file.xhtml?persistentId=doi:10.7910/DVN/3GOXDP/Y4QPJ0",1,NA,"mds",TRUE,"findable",NA,0,0,0,0,0,1,0,0,"2018-08-23T13:21:03Z","2018-08-23T13:22:04Z",NA,"2020-07-15T18:51:55Z","gdcc.harvard-dv","clients",NA,"Affiliation - Datacite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Minnesota","10.7910/dvn/3goxdp/kgyt96","dois","10.7910/dvn/3goxdp/kgyt96","Harvard Dataverse","DataRepository",NA,NA,NA,"doi:10.7910/DVN/3GOXDP","DOI",NA,"2017",NA,"DATA","misc","dataset","Dataset",NA,"Dataset",NA,"https://dataverse.harvard.edu/file.xhtml?persistentId=doi:10.7910/DVN/3GOXDP/KGYT96",1,NA,"mds",TRUE,"findable",NA,0,0,0,0,0,1,0,0,"2018-08-23T13:21:04Z","2018-08-23T13:22:05Z",NA,"2020-07-15T18:51:55Z","gdcc.harvard-dv","clients",NA,"Affiliation - Datacite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Minnesota","10.7910/dvn/3goxdp/nriv18","dois","10.7910/dvn/3goxdp/nriv18","Harvard Dataverse","DataRepository",NA,NA,NA,"doi:10.7910/DVN/3GOXDP","DOI",NA,"2017",NA,"DATA","misc","dataset","Dataset",NA,"Dataset",NA,"https://dataverse.harvard.edu/file.xhtml?persistentId=doi:10.7910/DVN/3GOXDP/NRIV18",1,NA,"mds",TRUE,"findable",NA,0,0,0,0,0,1,0,0,"2018-08-23T13:21:04Z","2018-08-23T13:22:05Z",NA,"2020-07-15T18:51:55Z","gdcc.harvard-dv","clients",NA,"Affiliation - Datacite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Minnesota","10.7910/dvn/3goxdp/4f6mdo","dois","10.7910/dvn/3goxdp/4f6mdo","Harvard Dataverse","DataRepository",NA,NA,NA,"doi:10.7910/DVN/3GOXDP","DOI",NA,"2017",NA,"DATA","misc","dataset","Dataset",NA,"Dataset",NA,"https://dataverse.harvard.edu/file.xhtml?persistentId=doi:10.7910/DVN/3GOXDP/4F6MDO",1,NA,"mds",TRUE,"findable",NA,0,0,0,0,0,1,0,0,"2018-08-23T13:21:05Z","2018-08-23T13:22:06Z",NA,"2020-07-15T18:51:55Z","gdcc.harvard-dv","clients",NA,"Affiliation - Datacite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Minnesota","10.7910/dvn/3goxdp/ugljxu","dois","10.7910/dvn/3goxdp/ugljxu","Harvard Dataverse","DataRepository",NA,NA,NA,"doi:10.7910/DVN/3GOXDP","DOI",NA,"2017",NA,"DATA","misc","dataset","Dataset",NA,"Dataset",NA,"https://dataverse.harvard.edu/file.xhtml?persistentId=doi:10.7910/DVN/3GOXDP/UGLJXU",1,NA,"mds",TRUE,"findable",NA,0,0,0,0,0,1,0,0,"2018-08-23T13:21:05Z","2018-08-23T13:22:07Z",NA,"2020-07-15T18:51:55Z","gdcc.harvard-dv","clients",NA,"Affiliation - Datacite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
